WarNum,WarName,V5Region,WarType,CcodeA,SideA,CcodeB,SideB,Intnl,StartMo1,StartDy1,StartYr1,EndMo1,EndDy1,EndYr1,StartMo2,StartDy2,StartYr2,EndMo2,EndDy2,EndYr2,StartMo3,StartDy3,StartYr3,EndMo3,EndDy3,EndYr3,StartMo4,StartDy4,StartYr4,EndMo4,EndDy4,EndYr4,WDuratDays,WDuratMo,TransFrom,Initiator,Outcome,TransTo,Deaths A,Deaths B,TotalBDeaths,SideAPeakTotForces,SideAPeak TheatForces,SideBPeakTotForces,SideBPeakTheatForces,Version,WarTypeC,V5RegionC,OutcomeC,WarTypeD,OutcomeD,TotalBDeathsU,Americas,Phase1_st,Phase2_st,Phase3_st,Phase4_st,Phase1_en,Phase2_en,Phase3_en,Phase4_en,InitiatorDeaths,RecipientDeaths,InitiatorForces,RecipientForces,AbsDiffDeaths,RelDiffDeaths,StartYR_Norm,InitiatorDeaths2,RecipientDeaths2,InitiatorDeathsImp,RecipientDeathsImp,AbsDiffDeathsImp,RelDiffDeathsImp,OutcomeE
711.5,Xinjiang Revolt of 1932-1934,6,5,-8,-8,365,USSR,1,12,30,1933,2,-9,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,33,1.1,711,-8,2,-8,-8,-9,-8,-8,-8,940000,7000,5.1,Civil War: Local Issues,Asia and Oceania,Side B wins,Civil War: Local Issues,Side B,-8,Not in Americas,1933-12-30,NA,NA,NA,1934-02-09,NA,NA,NA,-8,-9,-8,940000,1,1.4245014245014244e-6,115,-8,NaN,-8,0,-8,1.1396011396011395e-5,Other
711.5,Xinjiang Revolt of 1932-1934,6,5,-8,-8,365,USSR,1,12,30,1933,2,-9,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,33,1.1,711,-8,2,-8,-8,-9,-8,-8,-8,940000,7000,5.1,Civil War: Local Issues,Asia and Oceania,Side B wins,Civil War: Local Issues,Side B,-8,Not in Americas,1933-12-30,NA,NA,NA,1934-02-09,NA,NA,NA,-8,-9,-8,940000,1,1.4245014245014244e-6,115,-8,NaN,-8,74,-82,1.1680911680911681e-4,Other
712,Matanza War of 1932,1,4,92,El Salvador,-8,Leftists,0,1,18,1932,1,29,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,12,0.4,-8,Leftists,1,-8,100,2500,2600,132000,-9,-8,16400,5.1,Civil War: Central Control,North America,Side A wins,Civil War: Central Control,Side A,2600,Americas,1932-01-18,NA,NA,NA,1932-01-29,NA,NA,NA,2500,100,-8,132000,2400,0.003418803418803419,114,2500,100,2500,100,2400,0.003418803418803419,Other
712.5,Mongolian Armed Uprising of 1932,6,5,365,USSR,-8,-8,1,6,-9,1932,10,-9,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,121,4.03,-8,-8,1,-8,-9,-8,-9,562000,1000,-8,-8,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,-9,Not in Americas,1932-06-09,NA,NA,NA,1932-10-09,NA,NA,NA,-8,-9,-8,562000,1,1.4245014245014244e-6,114,-8,NaN,-8,0,-8,1.1396011396011395e-5,Other
712.5,Mongolian Armed Uprising of 1932,6,5,365,USSR,-8,-8,1,6,-9,1932,10,-9,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,121,4.03,-8,-8,1,-8,-9,-8,-9,562000,1000,-8,-8,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,-9,Not in Americas,1932-06-09,NA,NA,NA,1932-10-09,NA,NA,NA,-8,-9,-8,562000,1,1.4245014245014244e-6,114,-8,NaN,1400,600,800,0.0011396011396011395,Other
712.5,Mongolian Armed Uprising of 1932,6,5,712,Mongolia,-8,Buddhist Rebels,1,4,12,1932,10,-9,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,184,6.13,-8,Buddhist Rebels,1,-8,600,1400,2000,-8,2000,-8,6000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,2000,Not in Americas,1932-04-12,NA,NA,NA,1932-10-09,NA,NA,NA,1400,600,-8,-8,800,0.0011396011396011395,114,1400,600,-8,0,-8,1.1396011396011395e-5,Other
712.5,Mongolian Armed Uprising of 1932,6,5,712,Mongolia,-8,Buddhist Rebels,1,4,12,1932,10,-9,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,184,6.13,-8,Buddhist Rebels,1,-8,600,1400,2000,-8,2000,-8,6000,5.1,Civil War: Local Issues,Asia and Oceania,Side A wins,Civil War: Local Issues,Side A,2000,Not in Americas,1932-04-12,NA,NA,NA,1932-10-09,NA,NA,NA,1400,600,-8,-8,800,0.0011396011396011395,114,1400,600,1400,600,800,0.0011396011396011395,Other
713,Aprista Revolt of 1932,2,4,135,Peru,-8,Apristas,0,5,7,1932,7,17,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,71,2.37,-8,Apristas,1,-8,110,1100,1210,11000,-9,-8,600,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,1210,Americas,1932-05-07,NA,NA,NA,1932-07-17,NA,NA,NA,1100,110,-8,11000,990,0.0014102564102564104,114,1100,110,1100,110,990,0.0014102564102564104,Other
715,Paulista Rebellion of 1932,2,4,140,Brazil,-8,Paulistas,0,7,9,1932,10,4,1932,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,86,2.87,-8,Paulistas,1,-8,1050,2200,3250,71000,100000,-8,70000,5.1,Civil War: Central Control,South America,Side A wins,Civil War: Central Control,Side A,3250,Americas,1932-07-09,NA,NA,NA,1932-10-04,NA,NA,NA,2200,1050,-8,71000,1150,0.0016381766381766381,114,2200,1050,2200,1050,1150,0.0016381766381766381,Other
715.6,Xinjiang Hui-Uyghur War of 1933-1934,6,7,-8,Hui,-8,Uyghur and Kirghiz,0,5,18,1933,4,12,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,325,10.83,-8,Uyghur and Kirghiz,1,-8,-9,-9,1000,-8,5300,-8,15000,5.1,Intercommunal,Asia and Oceania,Side A wins,Other,Side A,1000,Not in Americas,1933-05-18,NA,NA,NA,1934-04-12,NA,NA,NA,-9,-9,-8,-8,NaN,NaN,115,NaN,NaN,800,800,0,0,Other
716,Fukien Revolt of 1933-1934,6,4,710,China,-8,19th Route Army,0,11,20,1933,2,-9,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,86,2.87,-8,China,1,-8,-9,-9,1000,1660000,200000,-8,40000,5.1,Civil War: Central Control,Asia and Oceania,Side A wins,Civil War: Central Control,Side A,1000,Not in Americas,1933-11-20,NA,NA,NA,1934-02-09,NA,NA,NA,-9,-9,1660000,-8,NaN,NaN,115,NaN,NaN,-8,210,-218,3.1054131054131056e-4,Initiator Won
717,Spanish Miners War of 1934,3,4,230,Spain,-8,Asturian Miners,0,10,4,1934,10,18,1934,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,15,0.5,-8,Asturian Miners,1,-8,284,1051,1335,138000,26000,-8,70000,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,1335,Not in Americas,1934-10-04,NA,NA,NA,1934-10-18,NA,NA,NA,1051,284,-8,138000,767,0.0010925925925925925,116,1051,284,1051,284,767,0.0010925925925925925,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,235,Portugal,1,8,1,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,959,31.97,-8,-8,2,-8,-8,8000,-8,-8,-8,40000,5000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-08-01,NA,NA,NA,1939-03-29,NA,NA,NA,-8,8000,-8,40000,-8008,0.011407407407407408,118,-8,8000,-8,8000,-8008,0.011407407407407408,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,235,Portugal,1,8,1,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,959,31.97,-8,-8,2,-8,-8,8000,-8,-8,-8,40000,5000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-08-01,NA,NA,NA,1939-03-29,NA,NA,NA,-8,8000,-8,40000,-8008,0.011407407407407408,118,-8,8000,-8,300,-308,4.3874643874643876e-4,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,235,Portugal,1,8,1,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,959,31.97,-8,-8,2,-8,-8,8000,-8,-8,-8,40000,5000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-08-01,NA,NA,NA,1939-03-29,NA,NA,NA,-8,8000,-8,40000,-8008,0.011407407407407408,118,-8,8000,-8,9800,-9808,0.013971509971509971,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,235,Portugal,1,8,1,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,959,31.97,-8,-8,2,-8,-8,8000,-8,-8,-8,40000,5000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-08-01,NA,NA,NA,1939-03-29,NA,NA,NA,-8,8000,-8,40000,-8008,0.011407407407407408,118,-8,8000,110000,181100,-71100,0.10128205128205128,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,235,Portugal,1,8,1,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,959,31.97,-8,-8,2,-8,-8,8000,-8,-8,-8,40000,5000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-08-01,NA,NA,NA,1939-03-29,NA,NA,NA,-8,8000,-8,40000,-8008,0.011407407407407408,118,-8,8000,-8,200,-208,2.962962962962963e-4,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,255,Germany,1,7,22,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,968,32.27,-8,-8,2,-8,-8,300,-8,-8,-8,2750000,16000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-22,NA,NA,NA,1939-03-29,NA,NA,NA,-8,300,-8,2750000,-308,4.3874643874643876e-4,118,-8,300,-8,8000,-8008,0.011407407407407408,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,255,Germany,1,7,22,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,968,32.27,-8,-8,2,-8,-8,300,-8,-8,-8,2750000,16000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-22,NA,NA,NA,1939-03-29,NA,NA,NA,-8,300,-8,2750000,-308,4.3874643874643876e-4,118,-8,300,-8,300,-308,4.3874643874643876e-4,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,255,Germany,1,7,22,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,968,32.27,-8,-8,2,-8,-8,300,-8,-8,-8,2750000,16000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-22,NA,NA,NA,1939-03-29,NA,NA,NA,-8,300,-8,2750000,-308,4.3874643874643876e-4,118,-8,300,-8,9800,-9808,0.013971509971509971,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,255,Germany,1,7,22,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,968,32.27,-8,-8,2,-8,-8,300,-8,-8,-8,2750000,16000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-22,NA,NA,NA,1939-03-29,NA,NA,NA,-8,300,-8,2750000,-308,4.3874643874643876e-4,118,-8,300,110000,181100,-71100,0.10128205128205128,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,255,Germany,1,7,22,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,968,32.27,-8,-8,2,-8,-8,300,-8,-8,-8,2750000,16000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-22,NA,NA,NA,1939-03-29,NA,NA,NA,-8,300,-8,2750000,-308,4.3874643874643876e-4,118,-8,300,-8,200,-208,2.962962962962963e-4,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,325,Italy,1,7,30,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,960,32,-8,-8,2,-8,-8,9800,-8,-8,-8,581000,80000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-30,NA,NA,NA,1939-03-29,NA,NA,NA,-8,9800,-8,581000,-9808,0.013971509971509971,118,-8,9800,-8,8000,-8008,0.011407407407407408,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,325,Italy,1,7,30,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,960,32,-8,-8,2,-8,-8,9800,-8,-8,-8,581000,80000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-30,NA,NA,NA,1939-03-29,NA,NA,NA,-8,9800,-8,581000,-9808,0.013971509971509971,118,-8,9800,-8,300,-308,4.3874643874643876e-4,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,325,Italy,1,7,30,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,960,32,-8,-8,2,-8,-8,9800,-8,-8,-8,581000,80000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-30,NA,NA,NA,1939-03-29,NA,NA,NA,-8,9800,-8,581000,-9808,0.013971509971509971,118,-8,9800,-8,9800,-9808,0.013971509971509971,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,325,Italy,1,7,30,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,960,32,-8,-8,2,-8,-8,9800,-8,-8,-8,581000,80000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-30,NA,NA,NA,1939-03-29,NA,NA,NA,-8,9800,-8,581000,-9808,0.013971509971509971,118,-8,9800,110000,181100,-71100,0.10128205128205128,Other
718,Spanish Civil War of 1936-1939,3,4,-8,-8,325,Italy,1,7,30,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,960,32,-8,-8,2,-8,-8,9800,-8,-8,-8,581000,80000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-07-30,NA,NA,NA,1939-03-29,NA,NA,NA,-8,9800,-8,581000,-9808,0.013971509971509971,118,-8,9800,-8,200,-208,2.962962962962963e-4,Other
718,Spanish Civil War of 1936-1939,3,4,230,Spain,-8,Falange,1,7,18,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,972,32.4,-8,Falange,2,-8,181100,110000,309400,550000,158300,-8,600000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,50000,Not in Americas,1936-07-18,NA,NA,NA,1939-03-29,NA,NA,NA,110000,181100,-8,550000,-71100,0.10128205128205128,118,110000,181100,-8,8000,-8008,0.011407407407407408,Recipient Won
718,Spanish Civil War of 1936-1939,3,4,230,Spain,-8,Falange,1,7,18,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,972,32.4,-8,Falange,2,-8,181100,110000,309400,550000,158300,-8,600000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,50000,Not in Americas,1936-07-18,NA,NA,NA,1939-03-29,NA,NA,NA,110000,181100,-8,550000,-71100,0.10128205128205128,118,110000,181100,-8,300,-308,4.3874643874643876e-4,Recipient Won
718,Spanish Civil War of 1936-1939,3,4,230,Spain,-8,Falange,1,7,18,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,972,32.4,-8,Falange,2,-8,181100,110000,309400,550000,158300,-8,600000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,50000,Not in Americas,1936-07-18,NA,NA,NA,1939-03-29,NA,NA,NA,110000,181100,-8,550000,-71100,0.10128205128205128,118,110000,181100,-8,9800,-9808,0.013971509971509971,Recipient Won
718,Spanish Civil War of 1936-1939,3,4,230,Spain,-8,Falange,1,7,18,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,972,32.4,-8,Falange,2,-8,181100,110000,309400,550000,158300,-8,600000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,50000,Not in Americas,1936-07-18,NA,NA,NA,1939-03-29,NA,NA,NA,110000,181100,-8,550000,-71100,0.10128205128205128,118,110000,181100,110000,181100,-71100,0.10128205128205128,Recipient Won
718,Spanish Civil War of 1936-1939,3,4,230,Spain,-8,Falange,1,7,18,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,972,32.4,-8,Falange,2,-8,181100,110000,309400,550000,158300,-8,600000,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,50000,Not in Americas,1936-07-18,NA,NA,NA,1939-03-29,NA,NA,NA,110000,181100,-8,550000,-71100,0.10128205128205128,118,110000,181100,-8,200,-208,2.962962962962963e-4,Recipient Won
718,Spanish Civil War of 1936-1939,3,4,365,USSR,-8,-8,1,9,14,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,916,30.53,-8,-8,2,-8,200,-8,-8,1789000,3000,-8,-8,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-09-14,NA,NA,NA,1939-03-29,NA,NA,NA,-8,200,-8,1789000,-208,2.962962962962963e-4,118,-8,200,-8,8000,-8008,0.011407407407407408,Recipient Won
718,Spanish Civil War of 1936-1939,3,4,365,USSR,-8,-8,1,9,14,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,916,30.53,-8,-8,2,-8,200,-8,-8,1789000,3000,-8,-8,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-09-14,NA,NA,NA,1939-03-29,NA,NA,NA,-8,200,-8,1789000,-208,2.962962962962963e-4,118,-8,200,-8,300,-308,4.3874643874643876e-4,Recipient Won
718,Spanish Civil War of 1936-1939,3,4,365,USSR,-8,-8,1,9,14,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,916,30.53,-8,-8,2,-8,200,-8,-8,1789000,3000,-8,-8,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-09-14,NA,NA,NA,1939-03-29,NA,NA,NA,-8,200,-8,1789000,-208,2.962962962962963e-4,118,-8,200,-8,9800,-9808,0.013971509971509971,Recipient Won
718,Spanish Civil War of 1936-1939,3,4,365,USSR,-8,-8,1,9,14,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,916,30.53,-8,-8,2,-8,200,-8,-8,1789000,3000,-8,-8,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-09-14,NA,NA,NA,1939-03-29,NA,NA,NA,-8,200,-8,1789000,-208,2.962962962962963e-4,118,-8,200,110000,181100,-71100,0.10128205128205128,Recipient Won
718,Spanish Civil War of 1936-1939,3,4,365,USSR,-8,-8,1,9,14,1936,3,29,1939,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,916,30.53,-8,-8,2,-8,200,-8,-8,1789000,3000,-8,-8,5.1,Civil War: Central Control,Europe,Side B wins,Civil War: Central Control,Side B,-8,Not in Americas,1936-09-14,NA,NA,NA,1939-03-29,NA,NA,NA,-8,200,-8,1789000,-208,2.962962962962963e-4,118,-8,200,-8,200,-208,2.962962962962963e-4,Recipient Won
718.5,Dersim Revolt of 1937-1938,5,5,640,Turkey,-8,Dersim Kurds,0,5,8,1937,6,-9,1938,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,398,13.27,-8,Dersim Kurds,1,-8,200,1000,1200,211000,50000,-8,5000,5.1,Civil War: Local Issues,Middle East and North Africa,Side A wins,Civil War: Local Issues,Side A,1200,Not in Americas,1937-05-08,NA,NA,NA,1938-06-09,NA,NA,NA,1000,200,-8,211000,800,0.0011396011396011395,119,1000,200,1000,200,800,0.0011396011396011395,Other
719,KMT-CCP Clashes of 1939-1941,6,4,710,China,-8,CCP,0,2,-9,1939,12,6,1941,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,1012,33.73,-8,China,6,-8,-9,-9,31000,2584000,-9,-8,810000,5.1,Civil War: Central Control,Asia and Oceania,Stalemate,Civil War: Central Control,Other,31000,Not in Americas,1939-02-09,NA,NA,NA,1941-12-06,NA,NA,NA,-9,-9,2584000,-8,NaN,NaN,121,NaN,NaN,-8,1000,-1008,0.001435897435897436,Other
719.6,Weyane Rebellion of 1943,4,5,530,Ethiopia,-8,Weyane Rebels,0,5,22,1943,10,17,1943,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,146,4.87,-8,Weyane Rebels,1,-8,-9,-9,1000,-9,6000,-8,20000,5.1,Civil War: Local Issues,Sub-Saharan Africa,Side A wins,Civil War: Local Issues,Side A,1000,Not in Americas,1943-05-22,NA,NA,NA,1943-10-17,NA,NA,NA,-9,-9,-8,-9,NaN,NaN,125,NaN,NaN,-8,0,-8,1.1396011396011395e-5,Other
719.8,Ili Uprising of 1944-1945,6,5,710,China,-8,East Turkestan Republic,0,10,8,1944,9,17,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,340,11.33,-8,East Turkestan Republic,3,-8,-9,-9,30000,4775000,100000,-8,30000,5.1,Civil War: Local Issues,Asia and Oceania,Compromise,Civil War: Local Issues,Other,30000,Not in Americas,1944-10-08,NA,NA,NA,1945-09-17,NA,NA,NA,-9,-9,-8,4775000,NaN,NaN,126,NaN,NaN,-8,0,-8,1.1396011396011395e-5,Other
720,Greek Civil War round 2 of 1944-1945,3,4,200,United Kingdom,-8,-8,1,12,3,1944,1,11,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,39,1.3,-8,-8,1,-8,237,-8,-8,5090000,13000,-8,-8,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1944-12-03,NA,NA,NA,1945-01-11,NA,NA,NA,-8,237,-8,5090000,-245,3.49002849002849e-4,126,-8,237,-8,237,-245,3.49002849002849e-4,Other
720,Greek Civil War round 2 of 1944-1945,3,4,200,United Kingdom,-8,-8,1,12,3,1944,1,11,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,39,1.3,-8,-8,1,-8,237,-8,-8,5090000,13000,-8,-8,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,-8,Not in Americas,1944-12-03,NA,NA,NA,1945-01-11,NA,NA,NA,-8,237,-8,5090000,-245,3.49002849002849e-4,126,-8,237,1000,500,500,7.122507122507123e-4,Other
720,Greek Civil War  round 2 of 1944-1945,3,4,350,Greece,-8,EAM-ELAS,1,12,3,1944,1,11,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,39,1.3,-8,EAM-ELAS,1,-8,500,1000,1737,117000,8500,-8,45000,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,1737,Not in Americas,1944-12-03,NA,NA,NA,1945-01-11,NA,NA,NA,1000,500,-8,117000,500,7.122507122507123e-4,126,1000,500,-8,237,-245,3.49002849002849e-4,Other
720,Greek Civil War  round 2 of 1944-1945,3,4,350,Greece,-8,EAM-ELAS,1,12,3,1944,1,11,1945,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,39,1.3,-8,EAM-ELAS,1,-8,500,1000,1737,117000,8500,-8,45000,5.1,Civil War: Central Control,Europe,Side A wins,Civil War: Central Control,Side A,1737,Not in Americas,1944-12-03,NA,NA,NA,1945-01-11,NA,NA,NA,1000,500,-8,117000,500,7.122507122507123e-4,126,1000,500,1000,500,500,7.122507122507123e-4,Other
721,Polish Ukrainians War of 1945-1947,3,5,290,Poland,-8,-8,1,6,28,1945,11,18,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,861,28.7,-8,-8,1,-8,8100,-8,-8,197000,30000,-8,-8,5.1,Civil War: Local Issues,Europe,Side A wins,Civil War: Local Issues,Side A,-8,Not in Americas,1945-06-28,NA,NA,NA,1947-11-18,NA,NA,NA,-8,8100,-8,197000,-8108,0.01154985754985755,127,-8,8100,-8,8100,-8108,0.01154985754985755,Other
721,Polish Ukrainians War of 1945-1947,3,5,290,Poland,-8,-8,1,6,28,1945,11,18,1947,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,-8,861,28.7,-8,-8,1,-8,8100,-8,-8,197000,30000,-8,-8,5.1,Civil War: Local Issues,Europe,Side A wins,Civil War: Local Issues,Side A,-8,Not in Americas,1945-06-28,NA,NA,NA,1947-11-18,NA,NA,NA,-8,8100,-8,197000,-8108,0.01154985754985755,127,-8,8100,8700,5000,3700,0.005270655270655271,Other
